Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
8,0,0,1,1,0,24,6,4,11.25,6,4,10.4285714285714,2
1,1,0,0,1,0,19,4,0,0,6,0,0,1
8,0,1,0,1,0,20,6,5,12.4,6,4,13,2
1,1,0,1,1,1,20,6,6,12.8333333333333,6,6,12.6666666666666,3
1,0,0,1,1,0,19,5,1,13,5,2,10,2
12,0,1,0,1,0,37,7,5,12,7,3,11.6666666666666,1
1,1,0,1,1,0,19,6,2,12,6,1,13,1
12,0,0,1,1,0,36,7,0,0,7,0,0,1
12,0,0,1,1,0,29,5,0,0,5,0,0,1
12,0,0,1,1,0,30,6,6,11.375,6,5,11.6,3
16,0,1,1,1,0,32,6,2,12,6,0,0,1
1,1,0,1,1,0,26,6,6,11.8333333333333,6,6,11.6666666666666,2
15,0,0,1,1,0,37,6,1,12,6,2,10.5,1
12,0,0,1,1,0,27,6,3,12,6,2,11,1
1,1,0,1,1,1,18,6,6,12.7142857142857,6,5,11.8333333333333,3
1,0,0,1,1,1,18,8,8,15.3,8,8,15.3,3
12,0,0,0,1,0,32,8,2,11.5,7,0,0,1
15,0,0,1,1,0,20,5,1,13,5,3,12.6,2
14,0,0,1,1,0,22,6,0,0,6,0,0,1
12,0,0,1,0,0,32,7,0,0,8,0,0,1
1,1,0,1,0,0,21,5,4,11,5,5,12,2
8,0,0,0,0,0,19,6,3,12.6666666666666,6,5,13.125,1
1,1,0,1,0,1,18,6,6,13.5,6,6,14,3
1,1,0,1,0,1,18,5,5,12,5,5,11.4,3
4,1,1,0,0,0,38,5,0,0,5,0,0,1
8,1,0,1,0,0,21,6,5,11.8,6,4,10.5,1
1,0,0,0,0,0,21,6,2,11.5,6,1,13,1
1,0,0,1,1,0,26,5,2,11.5,5,3,12,2
1,1,0,1,0,0,19,7,6,14.6166666666666,7,6,14.6166666666666,3
1,1,0,1,0,1,19,8,7,14.06,8,7,14.06,2
8,0,1,1,0,0,18,6,4,11,6,3,11.3333333333333,1
4,0,0,1,0,0,25,5,0,0,5,0,0,1
1,1,0,1,0,0,19,14,7,12.1923076923076,14,7,12.1923076923076,3
8,1,0,1,0,1,18,6,6,12.8333333333333,6,6,12.3333333333333,3
8,0,0,1,0,1,19,5,5,12.875,5,5,11.8333333333333,3
1,1,0,1,0,1,22,6,6,12.1666666666666,6,6,12.5,3
15,1,0,1,0,0,21,6,6,13.4285714285714,6,6,12.8571428571428,3
8,1,0,1,0,1,21,6,6,14.5,6,6,14.6666666666666,3
1,0,0,1,0,1,20,7,7,12.1428571428571,7,7,12.8571428571428,3
1,0,0,1,0,0,19,5,4,11.25,5,3,11.7142857142857,2
1,1,0,1,0,0,18,7,6,13.9,7,6,13.9,3
12,0,0,1,0,0,26,7,3,13.7666666666666,7,3,12.0666666666666,1
10,1,0,1,0,0,31,15,13,11.6153846153846,14,11,12.5454545454545,1
8,1,0,1,0,1,18,6,6,15.1666666666666,6,6,14.1428571428571,3
4,0,0,1,0,0,35,5,0,0,5,0,0,1
1,1,0,1,0,0,19,5,2,14.5,5,3,11.3333333333333,2
1,0,0,1,0,1,19,6,5,10.8,6,6,10.7142857142857,3
1,0,0,1,0,0,18,7,7,13.9957142857142,8,8,14.9555555555555,3
8,0,0,1,0,0,20,6,6,13.2857142857142,6,6,11.8,3
1,1,0,1,0,1,19,12,12,12.75,11,11,13.25,3
14,0,0,1,0,1,21,6,2,10.5,6,5,12.4,2
8,0,1,1,0,1,18,7,7,12.7142857142857,7,7,12.2857142857142,3
13,0,0,1,0,0,23,8,8,12.88625,8,8,12.88625,3
1,0,0,1,0,1,21,6,5,13,6,6,12.6666666666666,3
1,0,0,1,0,1,19,5,5,12.2,5,5,11.2,3
1,1,0,1,0,0,19,5,4,12.8,5,3,14.5,2
17,1,0,1,0,0,20,11,11,13.7857142857142,9,9,13.8888888888888,3
14,0,0,1,0,0,18,5,0,0,5,4,13.25,2
1,1,0,1,0,1,18,8,8,14.50125,8,8,14.50125,3
1,0,0,1,0,0,19,7,6,14.35,7,6,14.35,3
8,0,0,1,0,1,21,6,6,11.5,6,6,12.3333333333333,3
1,1,0,1,0,1,18,6,6,11.7142857142857,6,6,14.6666666666666,3
1,0,0,1,0,0,20,6,6,13.5714285714285,6,5,13.6,2
1,0,0,1,0,0,18,6,5,13,6,6,13.6666666666666,3
8,1,0,1,0,1,18,7,7,13.56875,8,8,14.02625,3
14,0,0,1,0,0,32,5,5,10.2,5,4,11.25,2
8,1,0,1,0,0,18,0,0,0,0,0,0,3
7,1,0,1,0,0,19,6,5,12.2,6,5,11.8,2
1,1,0,1,0,1,18,8,8,14.15375,8,8,14.15375,3
1,0,0,0,0,0,18,8,0,0,8,0,0,1
1,1,0,1,0,0,20,6,6,13.8333333333333,6,6,12.8333333333333,3
3,1,0,1,0,0,19,6,6,13.4285714285714,6,4,14,2
8,1,0,1,0,0,19,8,7,12.4542857142857,8,7,12.4542857142857,3
8,0,0,1,0,0,18,5,1,11,5,0,0,2
1,1,0,1,0,0,18,7,0,0,8,0,0,1
8,1,0,1,0,1,18,7,6,13.2716666666666,8,7,12.94375,3
8,1,0,1,0,0,20,7,6,13.5483333333333,8,6,14.775,2
1,0,0,1,0,0,19,6,6,12.1666666666666,6,6,12.5,2
1,0,0,1,0,0,21,6,2,11,6,0,0,1
1,1,0,1,0,1,19,7,7,13.2857142857142,7,7,14.4285714285714,3
8,1,0,1,0,1,20,6,6,13.3333333333333,6,6,14,3
1,0,0,1,0,1,21,8,8,13.2575,8,8,13.2575,3
15,1,0,1,0,0,23,6,0,0,6,0,0,1
8,0,0,0,0,1,18,6,6,12.6666666666666,6,2,11.5,1
12,0,0,1,0,0,30,5,5,14.6,5,5,15.4,1
1,1,0,1,0,0,20,5,0,0,5,0,0,1
14,0,0,0,0,0,29,5,3,12.3333333333333,5,0,0,1
9,1,0,1,0,0,24,5,5,10.8,5,2,11,2
1,1,0,1,0,0,20,6,6,11.6666666666666,6,6,11.3333333333333,3
14,0,0,1,0,0,27,6,4,12.5,6,6,14.3333333333333,1
4,0,0,1,0,0,23,5,0,0,5,0,0,1
16,0,0,1,0,1,23,6,6,15.3333333333333,6,6,14.1666666666666,3
1,1,0,1,0,0,18,8,7,14.2,8,7,14.2,3
1,1,0,1,0,1,19,6,6,14.8333333333333,6,6,14.6666666666666,3
8,1,0,1,0,0,19,7,7,13.6428571428571,8,8,14.3875,1
1,1,0,1,0,1,18,6,6,13.8333333333333,6,6,14,1
1,1,0,1,0,0,19,6,6,11.8333333333333,6,6,13,3
1,0,0,1,0,1,18,6,6,13.4285714285714,6,6,13.5,3
14,1,0,1,0,0,29,13,8,10.5,12,9,10.3333333333333,2
12,0,0,1,0,0,24,7,6,11.4166666666666,8,8,11.9625,3
8,1,0,1,0,0,19,7,2,12.75,7,2,11,1
8,0,0,1,0,0,19,7,6,11.15,7,7,12.8142857142857,2
1,0,0,1,0,0,19,6,3,11.6666666666666,6,5,13.625,2
8,1,0,1,0,0,20,6,6,11.5,6,5,12.4,3
1,0,0,1,0,0,18,6,6,13.8333333333333,6,6,12.6666666666666,3
1,1,0,0,0,0,18,6,6,11.7142857142857,6,4,11.3333333333333,1
1,1,0,1,0,1,19,7,7,11.6785714285714,8,7,13.0375,3
7,1,0,1,0,0,19,6,6,15.7142857142857,6,6,14.6666666666666,1
1,1,0,1,0,1,18,0,0,0,0,0,0,3
1,1,0,1,0,1,19,6,6,13,6,6,13,3
1,1,0,1,0,1,18,7,7,14.4857142857142,8,8,14.5888888888888,3
12,0,0,1,0,0,24,5,5,12.2857142857142,5,5,12.125,2
12,0,1,1,0,0,28,7,4,13.375,7,5,13.5,2
13,0,0,1,0,0,20,8,7,11.5714285714285,8,7,11.5714285714285,3
1,1,0,1,0,1,19,8,7,12.6571428571428,8,7,12.6571428571428,3
8,0,0,0,0,0,22,5,2,10,5,1,10,1
1,1,0,1,0,0,19,6,6,13.7142857142857,6,6,13.1666666666666,3
4,1,0,1,0,0,36,14,13,13.0714285714285,11,11,13,3
15,0,0,1,0,1,19,6,6,15.3333333333333,6,6,14,3
8,0,0,1,0,0,18,6,5,11.5714285714285,6,6,12.1428571428571,3
14,0,0,0,0,0,40,5,0,0,5,0,0,1
1,1,0,1,0,1,19,7,6,12.9,7,6,12.9,3
14,0,0,1,0,0,38,8,5,13.126,8,5,13.126,2
4,0,0,1,0,0,32,10,4,11.5,9,3,11.6666666666666,1
1,1,0,1,0,0,19,6,3,10.3333333333333,6,5,11.8,2
8,1,0,1,0,0,19,6,6,13.5,6,6,13.4285714285714,3
12,0,0,1,0,0,35,1,0,0,5,0,0,1
1,1,0,1,0,0,20,5,4,12,4,2,11.5,2
8,0,0,1,0,0,29,8,7,11.1428571428571,8,8,11.375,3
1,0,0,1,0,0,29,5,5,11.4,5,4,10.25,2
1,1,0,1,0,1,19,8,7,12.7714285714285,8,7,12.7714285714285,2
1,1,0,1,0,1,18,8,7,13.7985714285714,8,7,13.7985714285714,3
12,0,1,0,0,0,25,6,6,13.3333333333333,6,6,13.5,3
12,0,1,0,0,0,50,6,0,0,5,0,0,1
1,0,0,1,0,0,24,15,14,11.3571428571428,14,13,12.8461538461538,1
1,0,0,1,0,0,18,5,0,0,5,0,0,1
8,1,0,1,0,0,20,6,6,15.6923076923076,6,5,14.4285714285714,3
7,1,1,1,0,1,20,18,18,15.0526315789473,13,13,14.5384615384615,3
14,0,0,1,0,0,21,10,6,11.5,10,5,12.4,1
12,0,1,1,1,0,28,8,7,11,6,1,10,2
1,0,0,1,1,1,19,6,6,13,6,6,13.1666666666666,3
1,0,0,1,1,1,18,8,8,12.93875,8,8,12.93875,3
8,0,0,1,1,0,22,0,0,0,0,0,0,3
15,0,0,1,1,0,25,6,0,0,6,0,0,1
12,0,0,0,1,0,37,7,5,13,7,5,12.88,1
12,0,0,0,1,0,38,7,5,12.18,7,4,11.8125,1
12,0,0,1,1,0,36,6,3,11.3333333333333,6,5,11.4,1
1,1,0,1,1,0,18,8,7,13,8,7,13,3
1,0,0,0,1,0,19,5,0,0,6,0,0,1
12,0,1,1,1,0,24,5,2,12.5,5,3,12.3333333333333,1
1,0,0,1,1,0,20,6,5,11,6,5,12.1666666666666,3
1,1,0,1,1,0,21,0,0,0,0,0,0,1
14,1,0,1,1,0,32,5,0,0,5,0,0,1
12,0,0,1,1,0,39,5,0,0,5,1,10,1
4,0,0,0,1,0,33,5,0,0,5,0,0,1
8,0,0,1,1,1,20,5,5,12.4,5,4,10.75,3
1,0,0,1,1,0,19,6,6,15.5,6,6,14.1,3
12,0,0,0,1,0,43,5,2,11.5,5,3,10.8,1
14,0,0,1,1,0,49,5,4,13.3333333333333,5,4,11.6,1
1,1,0,1,1,1,18,6,6,12.6666666666666,6,6,13.5,3
12,0,0,1,1,0,27,6,0,0,6,0,0,2
1,1,0,1,1,1,19,5,5,12.6,5,5,13.6,1
12,0,1,1,1,1,45,6,6,13.5,6,0,0,1
6,1,0,0,1,0,19,6,6,13,6,6,13,3
15,0,0,1,1,1,21,6,6,11.7142857142857,6,4,11.75,3
1,0,0,1,1,1,18,6,6,12.1666666666666,6,5,13,3
8,0,0,1,1,0,18,5,0,0,5,0,0,1
8,0,0,0,1,0,29,6,0,0,6,0,0,1
1,0,0,1,1,0,19,5,5,11.5,5,5,11.6,3
1,1,0,1,1,1,18,5,4,11.25,5,4,12.25,2
15,0,0,1,1,1,22,7,7,12.2857142857142,9,8,12.375,3
8,1,0,1,1,1,18,7,7,12.7185714285714,8,8,12.8055555555555,1
15,0,0,1,1,0,20,6,5,12.4,6,2,15,2
1,1,0,1,1,0,20,0,0,0,0,0,0,1
12,0,1,1,1,1,29,6,1,14,6,0,0,1
12,1,0,1,1,0,29,5,3,11.6666666666666,5,4,11.25,1
14,1,0,1,1,0,23,6,1,13,6,4,11.25,2
8,1,1,1,1,0,19,0,0,0,0,0,0,1
1,1,0,1,1,0,18,5,0,0,5,1,12,1
13,1,0,1,1,0,22,6,4,11.5,6,2,12.5,1
14,1,1,1,1,0,34,10,7,11.7142857142857,10,6,11.5,1
14,0,0,1,1,0,26,5,5,12.6,5,5,13.7142857142857,3
8,1,0,1,1,0,24,17,13,11.6428571428571,17,12,11.25,1
1,1,0,1,1,1,17,6,6,14.875,6,6,13.4285714285714,3
14,0,0,1,1,0,21,5,2,10,5,3,10.3333333333333,2
12,0,0,1,1,0,34,5,5,14.2,5,5,14.6,2
15,1,0,1,1,0,19,6,6,12.7142857142857,6,6,13.5,3
12,0,1,0,1,0,49,12,5,11.6,7,5,11.2,1
14,0,0,1,1,0,23,7,5,11.94,7,6,12.2,1
9,1,0,1,1,0,18,5,4,11.6,5,3,14.2,1
1,0,0,1,1,0,20,7,5,12.7,8,7,13.475,2
1,1,0,1,1,0,19,6,6,13.3333333333333,6,5,13.8,3
13,1,0,1,1,0,24,9,8,13.3333333333333,10,9,13.1111111111111,2
1,1,0,1,1,0,18,5,5,13.4,5,5,15,3
12,0,1,0,1,0,45,6,0,0,6,0,0,1
12,1,0,1,1,0,30,5,2,11,5,0,0,1
16,0,0,1,1,0,28,15,13,12,13,9,11.3333333333333,1
12,0,0,1,1,0,40,5,0,0,5,0,0,1
12,0,0,0,1,0,32,5,0,0,5,0,0,1
8,1,0,1,1,0,19,6,4,12.5,6,4,10.25,1
1,1,0,1,1,0,20,6,6,13.6666666666666,6,6,12.1666666666666,3
8,0,0,1,1,0,18,5,1,10,5,0,0,1
8,0,0,0,1,0,20,6,6,11.5,6,2,13,1
12,0,0,1,1,0,39,5,4,12.25,5,4,12.75,2
8,0,0,0,1,0,19,6,5,13.6,6,5,13.6666666666666,2
12,0,0,1,1,0,38,5,2,10.5,5,3,11.3333333333333,2
8,1,0,1,1,1,18,7,6,13.2666666666666,7,6,13.2666666666666,3
8,1,0,1,1,1,18,7,7,12.5125,8,8,14.1875,3
14,0,0,1,1,0,28,5,0,0,5,0,0,1
12,1,0,0,1,0,31,6,0,0,6,0,0,1
1,0,0,1,1,0,23,7,6,13.4833333333333,7,6,13.4833333333333,3
1,1,0,1,1,0,21,7,6,12.565,8,5,12.16,2
12,0,1,0,1,0,33,6,0,0,5,0,0,1
14,0,0,1,1,0,22,5,3,13,5,3,11.6666666666666,1
15,1,1,1,1,0,20,5,5,16.5,5,5,17.7142857142857,1
8,0,1,1,1,0,19,6,6,13.1666666666666,6,5,13.2,2
15,1,0,1,1,0,20,6,6,13.8,6,6,13.1428571428571,3
12,1,0,1,1,0,25,6,6,11.1666666666666,6,4,11.8,2
12,0,0,0,1,0,25,6,0,0,6,0,0,1
1,1,0,1,1,0,19,6,6,12.6666666666666,6,6,12.1428571428571,2
1,1,0,1,1,0,20,5,5,12.6,5,4,14.5,3
12,0,0,1,1,0,33,7,5,13.06,7,0,0,2
8,1,0,1,1,0,19,6,6,13.8333333333333,6,6,13.625,3
12,0,0,1,1,0,31,5,0,0,5,0,0,1
15,0,1,0,1,0,24,6,2,16,7,2,16,1
15,0,1,0,1,0,23,5,0,0,5,0,0,1
12,0,0,0,1,1,26,5,3,10.6666666666666,5,3,10.6666666666666,1
14,1,0,1,1,0,38,18,18,14.5,18,18,14.5,3
1,1,0,1,1,1,20,5,5,14,5,5,13.8,3
8,1,0,1,1,0,20,5,3,13.3333333333333,5,5,13.5714285714285,3
12,0,0,1,1,0,25,6,0,0,6,0,0,1
8,1,0,1,1,0,19,6,5,12,6,4,11.2,3
8,0,0,1,1,0,18,5,5,16.2,5,5,16,3
14,0,0,1,1,0,28,13,7,10.2857142857142,11,5,10.6,1
1,1,0,1,1,0,18,5,0,0,5,0,0,2
1,1,0,1,1,1,20,6,6,13.5714285714285,6,6,13.1666666666666,3
1,0,0,1,1,0,18,6,6,14.2857142857142,6,6,14.8571428571428,3
8,1,0,1,1,0,19,5,5,10.2,5,4,10.5,3
13,0,1,1,1,0,24,8,2,10.25,8,2,10.25,1
8,1,0,1,1,0,21,6,0,0,6,0,0,1
1,0,0,1,1,1,20,6,6,14.8333333333333,6,6,14.8333333333333,3
15,1,0,1,1,0,21,6,5,13.625,6,5,12.6,3
1,0,1,1,1,0,24,7,7,12.2714285714285,8,7,13.6571428571428,3
12,0,0,1,1,0,27,5,0,0,5,0,0,1
8,1,1,0,1,0,19,5,4,12.5,5,5,10.5,2
12,0,0,1,1,0,39,9,9,13.2222222222222,7,7,13.1428571428571,3
12,0,0,1,1,0,25,7,2,15,7,2,11.5,1
4,0,0,0,1,0,18,0,0,0,0,0,0,1
14,0,0,1,1,0,19,12,12,13.1666666666666,12,12,13,3
9,0,0,1,1,1,21,6,5,13.8333333333333,6,4,14,3
4,0,0,1,1,0,27,5,0,0,5,0,0,1
1,1,0,1,1,0,19,5,0,0,5,0,0,2
8,1,0,1,1,0,18,8,7,13.1542857142857,8,7,13.1542857142857,2
4,1,0,1,1,0,27,12,9,12.3333333333333,11,6,13.1666666666666,1
1,1,1,1,1,0,18,6,6,13,6,5,11.8,1
1,0,0,1,1,0,19,5,2,11.5,5,5,11.4,2
15,0,0,1,1,0,19,6,3,13.25,6,1,12,1
15,0,0,1,1,0,22,6,3,13.3333333333333,6,3,12.75,2
7,1,0,1,0,0,18,6,6,13.5,6,6,12.1666666666666,3
7,1,0,1,0,1,18,6,6,12.6666666666666,6,5,12.8,3
14,0,0,1,0,0,23,11,11,15.090909090909,6,6,14.5,1
9,1,1,0,1,0,20,0,0,0,0,0,0,1
8,1,0,1,1,0,18,6,6,13.1666666666666,6,6,12.6666666666666,3
1,1,0,1,1,0,18,6,6,12.8333333333333,6,6,12.8333333333333,3
8,1,0,1,1,0,18,5,5,11.8,5,3,12,2
8,1,0,1,1,0,20,6,6,11.8333333333333,6,6,12.1666666666666,3
1,1,0,1,1,0,20,6,5,12.8,6,3,12.75,3
15,0,0,1,1,0,21,7,5,11.8,9,5,11,1
14,0,0,1,1,0,22,0,0,0,0,0,0,2
8,1,0,1,1,0,20,5,5,15.8,5,5,14.5714285714285,1
1,0,1,1,1,0,19,0,0,0,0,0,0,2
15,1,0,1,1,0,19,5,2,12.5,5,3,11.6,2
8,1,0,1,1,0,20,6,6,14.6666666666666,6,6,13.8571428571428,3
15,1,0,1,1,0,19,6,4,12.5,6,2,12,1
1,1,0,1,1,0,19,5,3,12,6,2,10.5,1
6,0,1,1,1,0,24,8,7,13.1428571428571,6,6,11.8333333333333,2
8,0,1,1,1,0,18,6,3,12.6666666666666,6,4,11.1428571428571,1
1,0,0,0,1,1,18,5,5,15,5,5,14.2,2
1,1,1,1,0,0,18,6,5,13.6,6,5,11.8,1
8,1,0,1,0,0,18,6,6,12.5,6,6,13.8333333333333,3
8,1,0,1,0,1,21,6,6,13.3333333333333,6,6,13.5,3
6,0,0,1,0,0,18,6,4,12.25,6,5,11,1
1,1,0,1,0,1,18,7,7,15.1014285714285,8,8,16.09375,3
1,1,0,1,0,1,18,6,6,13.1666666666666,6,6,16,3
9,1,0,1,0,0,23,6,4,11,6,0,0,1
1,1,0,1,0,0,21,5,3,11.6666666666666,5,4,11.75,3
1,0,0,1,0,0,20,6,1,10,6,1,13,2
8,1,0,1,0,0,26,7,7,11.5714285714285,6,2,11,1
1,1,0,1,0,1,18,6,6,12.1666666666666,6,5,11.2,2
1,1,0,1,0,0,18,0,0,0,0,0,0,1
1,0,0,0,0,1,19,6,6,13.8333333333333,6,6,14.2857142857142,3
1,1,0,1,0,1,20,7,6,12.3571428571428,8,7,13,3
1,1,1,0,0,0,19,6,6,12.1666666666666,6,2,10.3333333333333,1
15,1,1,1,0,0,21,6,3,12,6,2,12.5,2
12,0,0,1,0,0,33,10,9,12.4166666666666,9,7,13,3
1,0,0,1,0,0,18,5,4,12.75,5,4,12.75,3
13,0,0,1,0,0,21,21,18,14.9333333333333,21,18,14.9333333333333,3
1,1,0,1,0,0,19,6,6,13,6,6,11.6666666666666,3
12,0,1,0,0,0,33,7,7,12.8571428571428,7,6,12.6666666666666,2
1,1,0,1,0,0,18,7,7,14.455,8,8,13.91,3
1,0,0,1,0,1,18,6,6,14,6,6,13.2857142857142,3
1,1,0,1,0,1,20,6,6,13.5,6,6,12.6666666666666,3
1,1,0,0,0,0,20,6,0,0,6,0,0,1
8,0,0,1,0,1,20,6,6,11.6666666666666,6,5,14,3
8,1,0,1,0,1,19,5,4,12,5,5,13.3333333333333,3
1,1,0,1,0,1,19,6,6,11.7142857142857,6,6,11.8333333333333,3
8,1,0,1,0,0,21,6,6,12.6666666666666,6,6,12.4285714285714,3
12,1,0,1,0,0,26,6,3,11.75,6,4,12.8,2
8,0,0,1,0,0,21,6,0,0,6,0,0,1
1,1,0,1,0,0,18,8,7,12.3285714285714,8,7,12.3285714285714,3
12,0,0,1,0,0,27,7,6,11.6666666666666,7,1,10,1
14,1,0,1,0,1,20,12,12,13.25,12,11,12.7272727272727,3
14,0,0,1,0,0,21,6,5,11.8333333333333,6,4,13.25,2
8,1,0,1,0,1,18,7,7,13.3,8,8,15.125,3
15,1,0,1,0,0,20,6,6,12.5555555555555,6,5,11.8,2
1,1,0,1,0,0,18,6,6,12.8333333333333,6,6,12.1666666666666,3
15,0,0,1,0,1,20,6,6,12.8333333333333,6,6,12.8333333333333,3
1,1,0,1,0,1,19,5,3,12.6666666666666,5,3,13,3
1,1,0,1,0,0,20,7,6,13.2714285714285,8,7,14.4714285714285,3
1,0,0,1,0,1,20,5,5,12.4,5,5,12.8333333333333,3
15,0,0,1,0,0,20,5,2,14.5,5,4,11.25,2
1,1,1,1,0,0,19,6,0,0,5,0,0,1
1,0,0,1,0,0,18,6,6,14.2857142857142,6,6,13.25,3
1,1,0,1,0,0,18,5,3,12.3333333333333,5,5,12.6,3
8,1,0,1,0,1,19,7,6,12.5833333333333,8,7,12.6714285714285,3
1,1,0,1,0,0,19,7,6,13.7316666666666,8,7,13.7714285714285,1
12,0,0,1,1,0,43,6,6,12.875,6,5,12.1428571428571,2
13,0,0,1,1,0,47,10,8,14.625,7,5,13.4,1
13,1,0,0,1,0,23,3,0,0,2,0,0,1
1,1,1,1,0,1,19,6,6,12.6666666666666,6,6,12.6666666666666,3
13,1,0,1,0,0,20,8,6,12.4916666666666,8,6,12.4916666666666,3
1,1,0,1,0,1,19,12,12,13.6666666666666,11,11,14.1666666666666,3
8,1,0,1,0,0,19,6,6,16,6,6,14.5,3
15,1,0,1,0,0,19,6,6,14.1428571428571,6,6,13,3
12,0,1,1,0,1,39,6,6,11.8333333333333,6,4,13.75,3
1,1,0,1,0,1,20,6,6,12.6666666666666,6,6,13,3
8,1,0,1,0,0,21,6,6,12.5,6,6,12.6666666666666,3
14,1,1,0,0,0,22,11,9,10.8888888888888,10,4,11.25,3
1,1,0,1,0,0,19,6,1,13,5,0,0,1
8,1,0,1,0,0,22,6,6,15.1666666666666,6,6,16,3
3,1,0,1,0,1,19,6,6,12.6666666666666,6,6,12,3
1,1,1,1,1,0,18,0,0,0,0,0,0,1
12,0,0,1,1,0,26,5,5,12,5,5,10.2,2
12,0,0,0,1,0,36,5,0,0,5,0,0,1
9,1,1,1,1,1,20,0,0,0,0,0,0,3
12,0,0,1,1,0,30,5,2,11,5,4,11.5,1
14,0,0,1,1,0,24,6,6,15.7142857142857,6,6,15.9,1
1,0,0,1,1,0,26,15,11,10.8181818181818,14,11,11.6363636363636,1
1,0,0,0,1,0,19,5,1,12,5,0,0,1
12,0,0,1,1,0,34,6,5,12.6,6,4,11.25,3
14,1,0,1,1,0,33,5,1,13,5,3,14,2
8,1,0,1,1,0,19,5,5,11.6,5,4,10.75,3
8,1,1,0,1,0,26,5,1,10,5,1,11,1
12,0,0,1,1,0,29,6,1,14,6,0,0,1
8,1,0,1,1,1,19,5,5,12.6,5,2,12.5,1
8,1,0,1,1,0,18,0,0,0,0,0,0,1
12,0,0,0,1,0,29,5,2,11.3333333333333,5,1,12,1
14,0,0,1,1,0,21,6,6,12.6666666666666,6,5,11.4,3
8,0,0,1,1,0,19,6,5,10.8,6,2,10.5,2
1,0,0,1,1,0,20,7,5,12.8785714285714,8,7,11.85625,3
1,0,0,1,1,0,18,5,0,0,5,0,0,1
8,1,0,1,1,0,18,6,6,12.8333333333333,6,5,11.4,2
1,0,1,1,1,1,21,5,5,12.6,5,3,12.8333333333333,2
1,1,0,1,1,0,20,5,0,0,5,0,0,1
12,0,0,1,1,1,30,5,0,0,5,0,0,1
9,1,0,1,1,0,19,6,6,14.1666666666666,6,6,14,3
16,1,0,1,1,0,30,5,5,13.4,5,4,13.25,1
1,1,0,1,1,1,22,5,5,11.2,5,4,11.25,3
8,1,0,1,1,0,22,0,0,0,0,0,0,3
8,1,1,0,1,0,19,6,6,12.6666666666666,6,5,11.8,1
8,1,0,1,1,0,21,5,3,12.3333333333333,5,4,11.25,1
8,0,0,1,1,0,21,5,4,12.25,5,5,12,3
15,1,1,1,1,1,21,0,0,0,0,0,0,1
12,0,0,1,1,0,27,5,3,10.75,5,3,10.3333333333333,1
14,1,0,1,1,0,32,7,0,0,7,0,0,1
12,0,1,0,1,0,40,6,0,0,6,0,0,1
1,1,0,1,1,0,20,5,2,14.3333333333333,5,2,12.5,2
15,1,0,1,1,0,20,5,2,11.5,5,2,11.5,1
1,1,0,1,1,0,18,0,0,0,0,0,0,3
14,0,0,1,1,0,21,5,2,10.5,5,0,0,1
8,0,0,1,1,0,18,6,6,13.5,6,0,0,1
15,0,0,1,1,0,19,6,1,11,6,0,0,2
4,0,0,0,1,0,30,6,1,10,6,0,0,1
12,0,0,1,1,0,29,6,0,0,6,0,0,1
8,1,1,1,1,0,18,5,1,12,5,3,10.6666666666666,1
1,1,0,1,1,1,18,5,4,12.25,5,5,12.2,1
15,0,0,1,1,0,22,10,5,11.4,7,6,11.6666666666666,1
14,1,0,0,1,0,27,5,0,0,5,0,0,1
8,1,0,1,1,0,20,6,4,14.25,6,5,14,3
16,0,0,1,1,0,42,12,11,14.4545454545454,11,10,14.2,3
1,0,1,1,1,0,21,12,12,14.5384615384615,12,12,14.4615384615384,3
14,0,0,1,1,0,23,7,6,12.7333333333333,8,7,11.95,3
16,1,0,1,1,0,21,12,5,13.2,12,4,13.5,1
1,1,0,1,1,0,19,0,0,0,0,0,0,3
12,0,0,1,1,1,40,6,6,12.3333333333333,6,4,12.75,1
14,0,0,1,1,0,22,9,5,11.2,9,7,11.25,1
1,1,0,1,1,0,19,7,6,13.2,7,6,13.2,3
12,0,0,1,1,1,24,5,5,11.8333333333333,5,4,14,2
1,0,0,1,1,0,21,6,5,11.3333333333333,6,2,11.5,2
8,1,0,1,1,0,18,5,5,13.6,5,5,14.6,3
8,0,0,1,1,0,18,5,0,0,5,2,11.5,1
16,0,0,1,1,0,24,6,5,12.8571428571428,6,5,13.6666666666666,1
12,0,0,1,1,1,28,5,3,14.3333333333333,5,5,12.4285714285714,2
8,1,0,1,0,1,19,6,5,13.5,6,6,14,3
16,0,0,1,0,0,28,6,6,14.4285714285714,6,4,15.6,2
8,1,0,1,0,0,18,6,0,0,6,0,0,1
1,1,0,0,0,0,19,0,0,0,0,0,0,3
1,1,0,1,0,1,19,8,8,12.82875,8,8,12.82875,3
14,1,0,1,0,0,21,5,0,0,5,4,13.75,3
1,1,1,1,0,0,18,7,0,0,8,0,0,1
1,1,0,1,0,0,19,6,6,14.6666666666666,6,6,13.1666666666666,3
8,1,0,1,0,0,19,8,7,13.9371428571428,8,7,13.9371428571428,3
1,1,0,1,0,0,20,12,10,14.7,12,12,14.5833333333333,3
1,1,0,1,0,0,18,6,6,11.6666666666666,6,5,12.2,3
14,1,0,1,0,0,20,7,6,14.85,7,6,14.85,3
